repoName,login,week,a,d,c
facebook/infer,cristianoc,2015-09-27 0:00,439,317,5
facebook/infer,cristianoc,2015-10-04 0:00,196,89,3
facebook/infer,cristianoc,2015-10-11 0:00,346,246,2
facebook/infer,cristianoc,2015-10-18 0:00,243,103,3
facebook/infer,cristianoc,2015-10-25 0:00,188,112,2
facebook/infer,cristianoc,2015-11-01 0:00,55,8,2
facebook/infer,cristianoc,2015-11-08 0:00,10,0,1
facebook/infer,cristianoc,2015-11-22 0:00,90,51,1
facebook/infer,cristianoc,2015-12-06 0:00,100,6,1
facebook/infer,cristianoc,2015-12-27 0:00,3730,3730,1
facebook/infer,cristianoc,2016-01-03 0:00,1,1,1
facebook/infer,cristianoc,2016-01-17 0:00,72,53,3
facebook/infer,cristianoc,2016-01-24 0:00,603,389,3
facebook/infer,cristianoc,2016-01-31 0:00,881,511,8
facebook/infer,cristianoc,2016-02-07 0:00,688,630,5
facebook/infer,cristianoc,2016-02-21 0:00,1110,2184,11
facebook/infer,cristianoc,2016-02-28 0:00,747,1696,2
facebook/infer,cristianoc,2016-03-06 0:00,1058,769,6
facebook/infer,cristianoc,2016-03-13 0:00,1092,737,4
facebook/infer,cristianoc,2016-03-20 0:00,288,94,3
facebook/infer,cristianoc,2016-03-27 0:00,11229,10473,4
facebook/infer,cristianoc,2016-04-03 0:00,38,16,3
facebook/infer,cristianoc,2016-04-10 0:00,1143,972,2
facebook/infer,cristianoc,2016-05-15 0:00,11400,9641,5
facebook/infer,cristianoc,2016-05-22 0:00,14,20,2
facebook/infer,cristianoc,2016-06-05 0:00,31,0,1
facebook/infer,cristianoc,2016-08-07 0:00,1634,1788,3
facebook/infer,cristianoc,2016-08-14 0:00,581,541,1
facebook/infer,cristianoc,2016-08-21 0:00,2103,3517,5
facebook/infer,cristianoc,2016-08-28 0:00,528,2688,4
facebook/infer,cristianoc,2016-09-04 0:00,1407,6343,2
facebook/infer,cristianoc,2016-09-11 0:00,1804,7467,4
facebook/infer,cristianoc,2016-09-18 0:00,19739,25602,7
facebook/infer,jberdine,2015-11-08 0:00,79,8,3
facebook/infer,jberdine,2015-11-15 0:00,26,3,1
facebook/infer,jberdine,2015-12-06 0:00,118,15,3
facebook/infer,jberdine,2015-12-13 0:00,5560,5607,2
facebook/infer,jberdine,2015-12-20 0:00,4,3,2
facebook/infer,jberdine,2016-01-03 0:00,2,3,1
facebook/infer,jberdine,2016-01-10 0:00,42,57,4
facebook/infer,jberdine,2016-02-14 0:00,2249,2553,26
facebook/infer,jberdine,2016-02-21 0:00,17,3,2
facebook/infer,jberdine,2016-03-13 0:00,47,11,2
facebook/infer,jberdine,2016-03-20 0:00,8,3,2
facebook/infer,jberdine,2016-03-27 0:00,1684,1598,7
facebook/infer,jberdine,2016-04-03 0:00,196,30,3
facebook/infer,jberdine,2016-04-10 0:00,1126,429,8
facebook/infer,jberdine,2016-04-17 0:00,3,9,1
facebook/infer,jberdine,2016-05-01 0:00,38,23,3
facebook/infer,jberdine,2016-05-08 0:00,2149,1940,5
facebook/infer,jberdine,2016-05-15 0:00,276,56,4
facebook/infer,jberdine,2016-05-22 0:00,64,116,3
facebook/infer,jberdine,2016-05-29 0:00,316,204,2
facebook/infer,jberdine,2016-06-05 0:00,469,529,1
facebook/infer,jberdine,2016-06-12 0:00,2636,2504,9
facebook/infer,jberdine,2016-06-19 0:00,729,480,8
facebook/infer,jberdine,2016-07-03 0:00,120,114,7
facebook/infer,jberdine,2016-07-10 0:00,2838,2420,17
facebook/infer,jberdine,2016-07-31 0:00,359,1010,4
facebook/infer,jberdine,2016-08-07 0:00,5532,5354,18
facebook/infer,jberdine,2016-08-21 0:00,29,33,1
facebook/infer,jberdine,2016-08-28 0:00,5,24,2
facebook/infer,jberdine,2016-09-04 0:00,2574,2537,10
facebook/infer,jberdine,2016-09-11 0:00,979,1136,1
facebook/infer,jberdine,2016-09-18 0:00,9,14,2
facebook/infer,jberdine,2016-09-25 0:00,1101,1124,8
facebook/infer,jberdine,2016-10-02 0:00,60,40,3
facebook/infer,jberdine,2016-10-09 0:00,55,46,4
facebook/infer,dulmarod,2015-06-07 0:00,78,64,4
facebook/infer,dulmarod,2015-06-14 0:00,7,8,1
facebook/infer,dulmarod,2015-06-21 0:00,315,64,4
facebook/infer,dulmarod,2015-06-28 0:00,433,57,5
facebook/infer,dulmarod,2015-07-12 0:00,33,33,1
